forecast_id,hospital_id,blood_type,total_donated,total_required,deficit,forecast_date,shortage_flag,Fulfillment_Rate,Urgency_Level,coverage_ratio,demand_pressure,risk_score,efficiency_score,scarcity_index,predicted_deficit,urgency_prob,final_risk,final_status
24300,10277,O+,85.0,100,15.0,2026-05-15,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24301,10278,O+,85.0,100,15.0,2026-05-18,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24302,10279,O+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24303,10280,O+,756.6,1164,407.4,2026-05-14,1,0.65,Moderate Shortage,0.6499999994415807,407.4,0.34999999969931267,1.857142852584333,0.34999999969931267,407.40033,0.997771,0.4787001413358434,🔴 Critical
24310,10287,O+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24311,10288,O+,85.0,100,15.0,2026-05-20,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24312,10289,O+,576.55,887,310.45000000000005,2026-05-13,1,0.6499999999999999,Moderate Shortage,0.6499999992671928,310.45000000000005,0.34999999960541156,1.857142851160757,0.34999999960541156,310.44968,0.997771,0.47869981733577915,🔴 Critical
24313,10290,O+,95.0,100,5.0,2026-05-24,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
24320,10297,O+,85.0,100,15.0,2026-05-20,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24321,10298,O+,95.0,100,5.0,2026-05-16,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
24322,10299,O+,95.0,100,5.0,2026-05-22,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
24323,10300,O+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24330,10307,O+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24331,10308,O+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24332,10309,O+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24333,10310,O+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24340,10317,O+,85.0,100,15.0,2026-05-17,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24341,10318,O+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24342,10319,O+,577.85,889,311.15,2026-05-12,1,0.65,Moderate Shortage,0.6499999992688414,311.15,0.3499999996062992,1.8571428511742156,0.3499999996062992,311.1494,0.997771,0.4786996701363896,🔴 Critical
24343,10320,O+,95.0,100,5.0,2026-05-24,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
24350,10327,O+,95.0,100,5.0,2026-05-18,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
24351,10328,O+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24352,10329,O+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24353,10330,O+,85.0,100,15.0,2026-05-20,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24360,10337,O+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24361,10338,O+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24362,10339,O+,85.0,100,15.0,2026-05-20,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24363,10340,O+,95.0,100,5.0,2026-05-21,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
24370,10347,O+,95.0,100,5.0,2026-05-15,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
24371,10348,O+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24372,10349,O+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24373,10350,O+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24380,10357,O+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24381,10358,O+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24382,10359,O+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24383,10360,O+,95.0,100,5.0,2026-05-20,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
24390,10367,O+,661.7,1018,356.29999999999995,2026-05-12,1,0.65,Moderate Shortage,0.6499999993614932,356.29999999999995,0.34999999965618855,1.8571428519305566,0.34999999965618855,356.30038,0.997771,0.47870018858619057,🔴 Critical
24391,10368,O+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
24392,10369,O+,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
24393,10370,O+,95.0,100,5.0,2026-05-16,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20815,10107,A-,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20819,10115,A-,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20820,10117,A-,95.0,100,5.0,2026-05-17,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20824,10125,A-,85.0,100,15.0,2026-05-15,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20825,10127,A-,95.0,100,5.0,2026-05-21,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20829,10135,A-,95.0,100,5.0,2026-05-24,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20830,10137,A-,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20834,10145,A-,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20835,10147,A-,85.0,100,15.0,2026-05-23,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20839,10155,A-,95.0,100,5.0,2026-05-16,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20840,10157,A-,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20844,10165,A-,95.0,100,5.0,2026-05-20,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20845,10167,A-,759.85,1169,409.15,2026-05-12,1,0.65,Moderate Shortage,0.6499999994439691,409.15,0.34999999970059875,1.8571428526038305,0.34999999970059875,409.1474,0.997771,0.47869888765711976,🔴 Critical
20849,10175,A-,549.9,846,296.1,2026-05-14,1,0.65,Moderate Shortage,0.6499999992316785,296.1,0.34999999958628847,1.8571428508708445,0.34999999958628847,296.09967,0.997771,0.4786998048759791,🔴 Critical
20850,10177,A-,744.25,1145,400.75,2026-05-14,1,0.65,Moderate Shortage,0.6499999994323143,400.75,0.3499999996943231,1.857142852508689,0.3499999996943231,400.75198,0.997771,0.47870086597492423,🔴 Critical
20854,10185,A-,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20855,10187,A-,95.0,100,5.0,2026-05-20,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20859,10195,A-,95.0,100,5.0,2026-05-22,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20860,10197,A-,95.0,100,5.0,2026-05-17,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20864,10205,A-,95.0,100,5.0,2026-05-23,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20865,10207,A-,85.0,100,15.0,2026-05-24,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20869,10215,A-,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20870,10217,A-,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20874,10225,A-,85.0,100,15.0,2026-05-24,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20875,10227,A-,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20879,10235,A-,85.0,100,15.0,2026-05-19,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20880,10237,A-,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20884,10245,A-,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20885,10247,A-,756.6,1164,407.4,2026-05-14,1,0.65,Moderate Shortage,0.6499999994415807,407.4,0.34999999969931267,1.857142852584333,0.34999999969931267,407.40033,0.997771,0.4787001413358434,🔴 Critical
20889,10255,A-,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20890,10257,A-,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20894,10265,A-,576.55,887,310.45000000000005,2026-05-13,1,0.6499999999999999,Moderate Shortage,0.6499999992671928,310.45000000000005,0.34999999960541156,1.857142851160757,0.34999999960541156,310.44968,0.997771,0.47869981733577915,🔴 Critical
20895,10267,A-,95.0,100,5.0,2026-05-20,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20899,10275,A-,85.0,100,15.0,2026-05-20,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20900,10277,A-,95.0,100,5.0,2026-05-18,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20904,10285,A-,95.0,100,5.0,2026-05-17,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20905,10287,A-,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20909,10295,A-,85.0,100,15.0,2026-05-18,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20910,10297,A-,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20914,10305,A-,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20915,10307,A-,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20919,10315,A-,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20920,10317,A-,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20924,10325,A-,577.85,889,311.15,2026-05-11,1,0.65,Moderate Shortage,0.6499999992688414,311.15,0.3499999996062992,1.8571428511742156,0.3499999996062992,311.1494,0.997771,0.4786996701363896,🔴 Critical
20925,10327,A-,95.0,100,5.0,2026-05-17,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20929,10335,A-,95.0,100,5.0,2026-05-15,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20930,10337,A-,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20934,10345,A-,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20935,10347,A-,85.0,100,15.0,2026-05-23,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20939,10355,A-,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
20940,10357,A-,85.0,100,15.0,2026-05-23,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20944,10365,A-,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
20945,10367,A-,95.0,100,5.0,2026-05-16,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
20949,10375,A-,95.0,100,5.0,2026-05-19,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22056,10105,AB+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22060,10113,AB+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22061,10115,AB+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22065,10123,AB+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22066,10125,AB+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22070,10133,AB+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22071,10135,AB+,95.0,100,5.0,2026-05-19,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22075,10143,AB+,661.7,1018,356.29999999999995,2026-05-13,1,0.65,Moderate Shortage,0.6499999993614932,356.29999999999995,0.34999999965618855,1.8571428519305566,0.34999999965618855,356.30038,0.997771,0.47870018858619057,🔴 Critical
22076,10145,AB+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22080,10153,AB+,85.0,100,15.0,2026-05-20,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22081,10155,AB+,95.0,100,5.0,2026-05-20,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22085,10163,AB+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22086,10165,AB+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22090,10173,AB+,95.0,100,5.0,2026-05-23,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22091,10175,AB+,85.0,100,15.0,2026-05-17,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22095,10183,AB+,95.0,100,5.0,2026-05-24,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22096,10185,AB+,95.0,100,5.0,2026-05-15,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22100,10193,AB+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22101,10195,AB+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22105,10203,AB+,85.0,100,15.0,2026-05-15,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22106,10205,AB+,95.0,100,5.0,2026-05-15,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22110,10213,AB+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22111,10215,AB+,95.0,100,5.0,2026-05-15,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22115,10223,AB+,759.85,1169,409.15,2026-05-13,1,0.65,Moderate Shortage,0.6499999994439691,409.15,0.34999999970059875,1.8571428526038305,0.34999999970059875,409.1474,0.997771,0.47869888765711976,🔴 Critical
22116,10225,AB+,549.9,846,296.1,2026-05-12,1,0.65,Moderate Shortage,0.6499999992316785,296.1,0.34999999958628847,1.8571428508708445,0.34999999958628847,296.09967,0.997771,0.4786998048759791,🔴 Critical
22120,10233,AB+,744.25,1145,400.75,2026-05-12,1,0.65,Moderate Shortage,0.6499999994323143,400.75,0.3499999996943231,1.857142852508689,0.3499999996943231,400.75198,0.997771,0.47870086597492423,🔴 Critical
22121,10235,AB+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22125,10243,AB+,95.0,100,5.0,2026-05-19,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22126,10245,AB+,95.0,100,5.0,2026-05-18,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22130,10253,AB+,95.0,100,5.0,2026-05-21,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22131,10255,AB+,95.0,100,5.0,2026-05-16,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
22135,10263,AB+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22136,10265,AB+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22140,10273,AB+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22141,10275,AB+,85.0,100,15.0,2026-05-24,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22145,10283,AB+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22146,10285,AB+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22150,10293,AB+,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22151,10295,AB+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22155,10303,AB+,756.6,1164,407.4,2026-05-14,1,0.65,Moderate Shortage,0.6499999994415807,407.4,0.34999999969931267,1.857142852584333,0.34999999969931267,407.40033,0.997771,0.4787001413358434,🔴 Critical
22156,10305,AB+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
